customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
13153,6,1,486.22,5,1,2,512,Others
16988,6,1,126.12,5,2,1,521,Potential Loyalists
13630,6,7,2031.78,5,5,4,554,Loyal Customers
16535,6,1,593.75,5,1,3,513,Others
13822,6,2,632.00,5,3,3,533,Potential Loyalists
12719,6,2,644.95,5,3,3,533,Potential Loyalists
12673,6,2,610.52,5,3,3,533,Potential Loyalists
12724,6,4,1031.41,5,4,4,544,Loyal Customers
17618,6,3,971.58,5,4,4,544,Loyal Customers
16561,6,2,511.12,5,3,3,533,Potential Loyalists
16931,6,21,4604.22,5,5,5,555,Champions
16033,6,20,8816.40,5,5,5,555,Champions
16905,6,7,3102.43,5,5,5,555,Champions
14583,6,5,1052.55,5,4,4,544,Loyal Customers
17629,6,8,1814.12,5,5,4,554,Loyal Customers
17954,6,12,2332.72,5,5,5,555,Champions
16326,6,14,3110.96,5,5,5,555,Champions
13596,6,2,697.04,5,3,3,533,Potential Loyalists
12560,6,3,2134.01,5,4,5,545,Champions
16438,6,5,798.35,5,4,3,543,Loyal Customers
17936,6,1,389.84,5,2,2,522,Potential Loyalists
13435,6,7,3809.89,5,5,5,555,Champions
17750,6,9,1797.57,5,5,4,554,Loyal Customers
13838,6,4,691.73,5,4,3,543,Loyal Customers
13319,6,26,10845.55,5,5,5,555,Champions
18065,6,14,2392.83,5,5,5,555,Champions
14546,6,5,2578.09,5,4,5,545,Champions
14456,6,9,3062.40,5,5,5,555,Champions
13704,6,9,2308.06,5,5,5,555,Champions
13956,6,5,1026.42,5,4,4,544,Loyal Customers
16283,6,5,1570.81,5,4,4,544,Loyal Customers
17173,6,8,3766.60,5,5,5,555,Champions
14658,6,2,247.15,5,2,1,521,Potential Loyalists
17114,6,8,808.62,5,5,3,553,Loyal Customers
12490,6,10,5417.93,5,5,5,555,Champions
12952,6,4,1387.79,5,4,4,544,Loyal Customers
15773,6,1,635.68,5,1,3,513,Others
13558,6,4,605.06,5,4,3,543,Loyal Customers
14608,5,4,1785.15,5,4,4,544,Loyal Customers
18030,5,2,230.65,5,2,1,521,Potential Loyalists
12782,5,5,2330.92,5,4,5,545,Champions
17218,5,10,1960.72,5,5,4,554,Loyal Customers
15145,5,4,1194.73,5,4,4,544,Loyal Customers
18223,5,14,6484.54,5,5,5,555,Champions
15932,5,8,2495.87,5,5,5,555,Champions
12367,5,1,168.90,5,1,1,511,Others
16642,5,2,688.33,5,3,3,533,Potential Loyalists
12381,5,5,1845.31,5,4,4,544,Loyal Customers
14759,5,3,1625.97,5,3,4,534,Potential Loyalists
12628,5,3,786.46,5,3,3,533,Potential Loyalists
17526,5,4,1195.90,5,4,4,544,Loyal Customers
14060,5,19,6140.42,5,5,5,555,Champions
17006,5,4,781.78,5,4,3,543,Loyal Customers
13126,5,8,2099.64,5,5,5,555,Champions
18044,5,10,2088.60,5,5,5,555,Champions
14401,5,13,4051.48,5,5,5,555,Champions
16200,5,2,1080.62,5,3,4,534,Potential Loyalists
17920,5,17,4204.10,5,5,5,555,Champions
13079,5,5,220.10,5,4,1,541,Loyal Customers
16684,5,28,66653.56,5,5,5,555,Champions
18180,5,6,1843.75,5,5,4,554,Loyal Customers
14219,5,1,89.94,5,2,1,521,Potential Loyalists
16910,5,8,1510.06,5,5,4,554,Loyal Customers
13790,5,1,348.80,5,2,2,522,Potential Loyalists
16379,5,4,2157.40,5,4,5,545,Champions
13985,5,15,7060.13,5,5,5,555,Champions
14649,5,4,1417.29,5,4,4,544,Loyal Customers
12913,5,5,2483.63,5,4,5,545,Champions
16597,5,1,90.04,5,2,1,521,Potential Loyalists
14096,5,17,65164.79,5,5,5,555,Champions
16149,5,2,280.52,5,2,2,522,Potential Loyalists
14931,5,5,1257.68,5,4,4,544,Loyal Customers
16746,5,18,6697.66,5,5,5,555,Champions
15097,5,1,248.08,5,1,1,511,Others
15856,5,27,16387.57,5,5,5,555,Champions
15053,5,3,697.79,5,3,3,533,Potential Loyalists
16873,5,6,7123.62,5,5,5,555,Champions
16811,5,2,547.07,5,3,3,533,Potential Loyalists
15640,5,15,12515.66,5,5,5,555,Champions
16682,5,5,1028.00,5,4,4,544,Loyal Customers
12841,5,25,4022.35,5,5,5,555,Champions
14739,5,7,3902.28,5,5,5,555,Champions
15550,5,4,575.63,5,4,3,543,Loyal Customers
18198,5,17,5425.56,5,5,5,555,Champions
17254,5,2,272.44,5,2,2,522,Potential Loyalists
13001,5,13,9818.82,5,5,5,555,Champions
17402,5,13,2633.85,5,5,5,555,Champions
12925,5,2,694.05,5,3,3,533,Potential Loyalists
14629,5,2,959.01,5,3,4,534,Potential Loyalists
17383,5,1,199.29,5,1,1,511,Others
13417,5,2,640.83,5,3,3,533,Potential Loyalists
17706,5,17,10504.49,5,5,5,555,Champions
14696,5,7,2078.95,5,5,5,555,Champions
12646,5,2,1346.97,5,3,4,534,Potential Loyalists
15854,5,12,2974.65,5,5,5,555,Champions
15290,5,18,7943.22,5,5,5,555,Champions
17857,5,23,26879.04,5,5,5,555,Champions
13021,5,9,2616.38,5,5,5,555,Champions
14083,5,9,1018.43,5,5,4,554,Loyal Customers
15628,5,9,2870.24,5,5,5,555,Champions
15392,5,4,1535.53,5,4,4,544,Loyal Customers
16500,5,6,400.86,5,5,2,552,Loyal Customers
17676,5,6,1387.68,5,5,4,554,Loyal Customers
15358,5,22,8347.20,5,5,5,555,Champions
17090,5,7,2043.95,5,5,4,554,Loyal Customers
18015,5,1,120.03,5,2,1,521,Potential Loyalists
13305,5,10,2000.86,5,5,4,554,Loyal Customers
17811,5,39,7837.73,5,5,5,555,Champions
15572,5,7,2552.86,5,5,5,555,Champions
16851,5,3,342.45,5,4,2,542,Loyal Customers
16968,5,2,439.43,5,3,2,532,Potential Loyalists
16600,5,6,813.52,5,5,3,553,Loyal Customers
17579,5,3,448.90,5,3,2,532,Potential Loyalists
13083,5,2,303.75,5,2,2,522,Potential Loyalists
14075,5,3,942.26,5,3,3,533,Potential Loyalists
14194,5,21,11349.52,5,5,5,555,Champions
16904,5,16,3754.27,5,5,5,555,Champions
16513,5,4,874.59,5,4,3,543,Loyal Customers
13173,5,2,353.65,5,2,2,522,Potential Loyalists
15031,5,4,668.14,5,4,3,543,Loyal Customers
16592,5,16,4113.68,5,5,5,555,Champions
15621,5,4,1293.03,5,4,4,544,Loyal Customers
17817,5,3,387.68,5,4,2,542,Loyal Customers
16360,5,6,3512.53,5,5,5,555,Champions
17404,5,15,31906.82,5,5,5,555,Champions
15033,5,10,2586.67,5,5,5,555,Champions
12994,5,3,974.42,5,4,4,544,Loyal Customers
15690,5,2,239.76,5,2,1,521,Potential Loyalists
13311,5,2,598.57,5,3,3,533,Potential Loyalists
13230,5,14,2806.97,5,5,5,555,Champions
15274,5,2,716.57,5,3,3,533,Potential Loyalists
12683,5,15,8476.57,5,5,5,555,Champions
14121,4,4,2780.15,5,4,5,545,Champions
18283,4,16,2094.88,5,5,5,555,Champions
17730,4,13,5298.48,5,5,5,555,Champions
16569,4,1,124.20,5,2,1,521,Potential Loyalists
14140,4,2,935.05,5,3,3,533,Potential Loyalists
12971,4,86,11189.91,5,5,5,555,Champions
15194,4,15,7616.53,5,5,5,555,Champions
12989,4,15,6924.11,5,5,5,555,Champions
16015,4,3,705.39,5,4,3,543,Loyal Customers
17914,4,1,336.43,5,2,2,522,Potential Loyalists
14282,4,15,3729.34,5,5,5,555,Champions
16987,4,7,1625.05,5,5,4,554,Loyal Customers
17346,4,15,2676.56,5,5,5,555,Champions
16979,4,6,1852.00,5,5,4,554,Loyal Customers
14503,4,6,3543.26,5,5,5,555,Champions
13694,4,50,65039.62,5,5,5,555,Champions
13104,4,6,1098.48,5,5,4,554,Loyal Customers
14572,4,7,2832.84,5,5,5,555,Champions
12478,4,1,680.99,5,1,3,513,Others
16133,4,33,14589.04,5,5,5,555,Champions
16790,4,6,1545.62,5,5,4,554,Loyal Customers
17666,4,2,728.16,5,3,3,533,Potential Loyalists
16949,4,6,1286.27,5,5,4,554,Loyal Customers
18154,4,2,399.19,5,3,2,532,Potential Loyalists
15061,4,48,54534.14,5,5,5,555,Champions
13225,4,7,6463.84,5,5,5,555,Champions
17593,4,5,3927.34,5,4,5,545,Champions
15992,4,1,41.99,5,1,1,511,Others
14735,4,32,6065.69,5,5,5,555,Champions
16013,4,47,37130.60,5,5,5,555,Champions
14578,4,1,168.63,5,1,1,511,Others
12682,4,31,12288.22,5,5,5,555,Champions
12749,4,5,4090.88,5,4,5,545,Champions
14868,4,8,2953.59,5,5,5,555,Champions
16711,4,5,1651.03,5,4,4,544,Loyal Customers
17861,4,8,2100.80,5,5,5,555,Champions
13323,4,5,787.85,5,4,3,543,Loyal Customers
16016,4,8,1508.76,5,5,4,554,Loyal Customers
14071,4,8,1438.82,5,5,4,554,Loyal Customers
12442,4,1,172.06,5,1,1,511,Others
17290,4,2,525.24,5,3,3,533,Potential Loyalists
16313,4,2,274.15,5,2,2,522,Potential Loyalists
14737,4,3,1164.55,5,3,4,534,Potential Loyalists
13078,4,26,12627.94,5,5,5,555,Champions
17481,4,4,1255.59,5,4,4,544,Loyal Customers
12723,4,5,725.07,5,4,3,543,Loyal Customers
14547,4,8,4007.54,5,5,5,555,Champions
12820,4,4,942.34,5,4,3,543,Loyal Customers
12417,4,9,3649.10,5,5,5,555,Champions
14673,4,5,1736.40,5,4,4,544,Loyal Customers
16353,4,23,6675.71,5,5,5,555,Champions
13199,4,38,9817.12,5,5,5,555,Champions
16143,4,6,2424.94,5,5,5,555,Champions
12584,4,9,2338.15,5,5,5,555,Champions
17705,4,9,1823.52,5,5,4,554,Loyal Customers
13755,4,9,2161.35,5,5,5,555,Champions
18005,4,2,249.72,5,2,1,521,Potential Loyalists
17744,4,6,2322.40,5,5,5,555,Champions
17250,4,2,384.52,5,3,2,532,Potential Loyalists
13994,4,6,2313.14,5,5,5,555,Champions
13881,4,20,17159.52,5,5,5,555,Champions
16076,4,10,2234.73,5,5,5,555,Champions
17119,4,2,606.91,5,3,3,533,Potential Loyalists
12362,4,10,5226.23,5,5,5,555,Champions
15822,4,2,885.47,5,3,3,533,Potential Loyalists
17884,4,4,717.45,5,4,3,543,Loyal Customers
15907,4,3,967.45,5,4,4,544,Loyal Customers
14907,4,7,3501.10,5,5,5,555,Champions
17883,4,4,671.77,5,4,3,543,Loyal Customers
12716,4,2,1053.49,5,3,4,534,Potential Loyalists
14871,4,4,522.38,5,4,3,543,Loyal Customers
15318,4,1,312.62,5,2,2,522,Potential Loyalists
15023,4,11,6802.76,5,5,5,555,Champions
12650,4,1,314.44,5,2,2,522,Potential Loyalists
16620,4,2,178.96,5,2,1,521,Potential Loyalists
14562,4,18,5074.77,5,5,5,555,Champions
15157,4,3,1936.07,5,4,4,544,Loyal Customers
17728,4,3,2876.01,5,4,5,545,Champions
14293,4,4,1046.56,5,4,4,544,Loyal Customers
14216,4,4,1839.30,5,4,4,544,Loyal Customers
16495,4,3,684.41,5,3,3,533,Potential Loyalists
12766,4,7,6989.63,5,5,5,555,Champions
14825,4,12,2226.91,5,5,5,555,Champions
13507,4,4,2479.16,5,4,5,545,Champions
16528,4,1,244.41,5,1,1,511,Others
14110,4,12,5683.15,5,5,5,555,Champions
16929,4,7,1295.39,5,5,4,554,Loyal Customers
18225,4,12,5509.12,5,5,5,555,Champions
12877,4,12,1535.77,5,5,4,554,Loyal Customers
16201,4,4,1863.47,5,4,4,544,Loyal Customers
14418,4,3,1937.25,5,4,4,544,Loyal Customers
16764,4,13,2799.25,5,5,5,555,Champions
14113,4,4,1840.42,5,4,4,544,Loyal Customers
13709,4,13,6328.05,5,5,5,555,Champions
14189,3,15,4654.08,5,5,5,555,Champions
18272,3,6,3078.58,5,5,5,555,Champions
12828,3,6,1018.71,5,5,4,554,Loyal Customers
17232,3,2,421.52,5,3,2,532,Potential Loyalists
13685,3,7,3119.44,5,5,5,555,Champions
12826,3,7,1474.72,5,5,4,554,Loyal Customers
17266,3,3,310.64,5,3,2,532,Potential Loyalists
17449,3,7,2520.86,5,5,5,555,Champions
16000,3,3,12393.70,5,3,5,535,Potential Loyalists
12935,3,7,2160.70,5,5,5,555,Champions
13949,3,6,2427.32,5,5,5,555,Champions
14527,3,55,8508.82,5,5,5,555,Champions
12783,3,6,2225.91,5,5,5,555,Champions
17412,3,7,1258.06,5,5,4,554,Loyal Customers
12347,3,7,4310.00,5,5,5,555,Champions
17434,3,7,2373.82,5,5,5,555,Champions
14794,3,7,1319.91,5,5,4,554,Loyal Customers
13743,3,7,1341.60,5,5,4,554,Loyal Customers
15969,3,3,666.10,5,3,3,533,Potential Loyalists
13882,3,5,1191.13,5,4,4,544,Loyal Customers
13767,3,37,17220.36,5,5,5,555,Champions
12912,3,5,1662.30,5,4,4,544,Loyal Customers
14204,3,1,161.03,5,1,1,511,Others
17097,3,8,954.42,5,5,4,554,Loyal Customers
15750,3,8,2465.48,5,5,5,555,Champions
18237,3,5,987.10,5,4,4,544,Loyal Customers
15471,3,1,469.48,5,1,2,512,Others
13870,3,8,2770.94,5,5,5,555,Champions
16368,3,2,497.43,5,3,3,533,Potential Loyalists
14769,3,8,10674.75,5,5,5,555,Champions
13089,3,97,58825.83,5,5,5,555,Champions
17503,3,2,558.96,5,3,3,533,Potential Loyalists
15195,3,1,3861.00,5,1,5,515,Others
17091,3,9,3827.76,5,5,5,555,Champions
16817,3,9,1604.75,5,5,4,554,Loyal Customers
16271,3,5,1429.24,5,4,4,544,Loyal Customers
14395,3,9,3507.71,5,5,5,555,Champions
17042,3,5,1044.38,5,4,4,544,Loyal Customers
17049,3,9,5659.98,5,5,5,555,Champions
14087,3,1,194.42,5,1,1,511,Others
16426,3,10,1908.25,5,5,4,554,Loyal Customers
13769,3,10,2796.51,5,5,5,555,Champions
18219,3,10,2069.77,5,5,5,555,Champions
14910,3,4,434.35,5,4,2,542,Loyal Customers
15984,3,10,2837.67,5,5,5,555,Champions
14904,3,2,1025.44,5,3,4,534,Potential Loyalists
14032,3,11,2975.59,5,5,5,555,Champions
14132,3,11,3586.03,5,5,5,555,Champions
12747,3,11,4196.01,5,5,5,555,Champions
18092,3,11,9068.26,5,5,5,555,Champions
14708,3,3,1126.37,5,4,4,544,Loyal Customers
17870,3,12,1894.35,5,5,4,554,Loyal Customers
15298,3,12,4799.90,5,5,5,555,Champions
12615,3,4,2291.19,5,4,5,545,Champions
15568,3,3,758.29,5,4,3,543,Loyal Customers
16678,3,12,3109.99,5,5,5,555,Champions
16393,3,13,3046.21,5,5,5,555,Champions
16191,3,13,5180.52,5,5,5,555,Champions
14141,3,4,915.13,5,4,3,543,Loyal Customers
12839,3,14,5591.42,5,5,5,555,Champions
13756,3,14,5189.52,5,5,5,555,Champions
12583,3,15,7281.38,5,5,5,555,Champions
18273,3,3,204.00,5,4,1,541,Loyal Customers
15701,3,4,1542.14,5,4,4,544,Loyal Customers
17238,3,17,3744.65,5,5,5,555,Champions
17835,3,3,350.64,5,4,2,542,Loyal Customers
16539,3,4,1388.81,5,4,4,544,Loyal Customers
16458,3,18,3482.74,5,5,5,555,Champions
14085,3,18,4448.54,5,5,5,555,Champions
14534,3,18,4447.05,5,5,5,555,Champions
14397,3,19,2612.96,5,5,5,555,Champions
12950,3,3,1843.00,5,4,4,544,Loyal Customers
17735,3,19,13110.02,5,5,5,555,Champions
13267,3,19,4521.49,5,5,5,555,Champions
16672,3,20,8134.94,5,5,5,555,Champions
17017,3,20,8694.26,5,5,5,555,Champions
15136,3,4,1286.70,5,4,4,544,Loyal Customers
13668,3,21,6363.59,5,5,5,555,Champions
16779,3,22,10629.72,5,5,5,555,Champions
13534,3,25,5870.08,5,5,5,555,Champions
12720,3,25,5781.73,5,5,5,555,Champions
16525,3,26,13027.45,5,5,5,555,Champions
15498,3,27,13316.40,5,5,5,555,Champions
12471,3,30,19824.05,5,5,5,555,Champions
17511,3,31,91062.38,5,5,5,555,Champions
12569,3,32,4124.69,5,5,5,555,Champions
15883,3,2,396.48,5,3,2,532,Potential Loyalists
15525,3,3,825.92,5,3,3,533,Potential Loyalists
17590,3,3,1479.22,5,3,4,534,Potential Loyalists
17602,3,6,5102.97,5,5,5,555,Champions
13026,2,5,975.36,5,4,4,544,Loyal Customers
13471,2,4,2531.58,5,4,5,545,Champions
17144,2,2,984.57,5,3,4,534,Potential Loyalists
14646,2,73,280206.02,5,5,5,555,Champions
15159,2,30,18641.01,5,5,5,555,Champions
13954,2,2,439.92,5,3,2,532,Potential Loyalists
13798,2,57,37153.85,5,5,5,555,Champions
17675,2,31,20374.28,5,5,5,555,Champions
18210,2,6,2621.38,5,5,5,555,Champions
15877,2,2,493.28,5,3,3,533,Potential Loyalists
15796,2,8,2711.56,5,5,5,555,Champions
13536,2,7,3448.29,5,5,5,555,Champions
16322,2,2,326.75,5,2,2,522,Potential Loyalists
14730,2,8,2005.06,5,5,4,554,Loyal Customers
13314,2,3,775.94,5,3,3,533,Potential Loyalists
16891,2,5,809.70,5,4,3,543,Loyal Customers
17841,2,124,40991.57,5,5,5,555,Champions
16892,2,5,525.54,5,4,3,543,Loyal Customers
17522,2,5,1070.71,5,4,4,544,Loyal Customers
15189,2,41,16225.39,5,5,5,555,Champions
13269,2,15,5346.23,5,5,5,555,Champions
17554,2,5,1952.45,5,4,4,544,Loyal Customers
14135,2,15,4690.31,5,5,5,555,Champions
15187,2,16,4777.18,5,5,5,555,Champions
17949,2,45,58510.48,5,5,5,555,Champions
13510,2,4,1791.56,5,4,4,544,Loyal Customers
14415,2,13,5900.28,5,5,5,555,Champions
13013,2,13,4810.94,5,5,5,555,Champions
14191,2,13,4684.76,5,5,5,555,Champions
16401,2,12,4098.32,5,5,5,555,Champions
14251,2,5,2879.70,5,4,5,545,Champions
14217,2,17,2004.98,5,5,4,554,Loyal Customers
14796,2,17,8022.49,5,5,5,555,Champions
16358,2,4,2027.50,5,4,4,544,Loyal Customers
17405,2,3,1031.41,5,4,4,544,Loyal Customers
17856,2,4,1418.03,5,4,4,544,Loyal Customers
14138,2,2,982.38,5,3,4,534,Potential Loyalists
14702,2,17,3292.14,5,5,5,555,Champions
15237,2,4,1412.32,5,4,4,544,Loyal Customers
13408,2,62,28117.04,5,5,5,555,Champions
15520,2,1,343.50,5,2,2,522,Potential Loyalists
16210,2,18,21086.30,5,5,5,555,Champions
15484,2,4,3594.31,5,4,5,545,Champions
13680,2,4,3722.42,5,4,5,545,Champions
12437,2,18,4951.41,5,5,5,555,Champions
14291,2,11,3883.25,5,5,5,555,Champions
15399,2,3,815.77,5,4,3,543,Loyal Customers
14569,2,1,227.39,5,1,1,511,Others
12955,2,11,4757.16,5,5,5,555,Champions
17644,2,11,2895.64,5,5,5,555,Champions
17436,2,2,216.30,5,2,1,521,Potential Loyalists
16794,2,10,1222.71,5,5,4,554,Loyal Customers
16833,2,4,1106.53,5,4,4,544,Loyal Customers
13077,2,4,729.27,5,4,3,543,Loyal Customers
16161,2,19,5575.56,5,5,5,555,Champions
14911,2,201,143825.06,5,5,5,555,Champions
17451,2,7,1721.40,5,5,4,554,Loyal Customers
15156,2,3,961.49,5,4,4,544,Loyal Customers
12621,2,20,13689.67,5,5,5,555,Champions
13521,2,3,1093.65,5,4,4,544,Loyal Customers
15453,2,7,1388.37,5,5,4,554,Loyal Customers
13890,2,10,1883.81,5,5,4,554,Loyal Customers
14129,2,5,1123.86,5,4,4,544,Loyal Customers
13436,2,1,196.89,5,1,1,511,Others
12358,2,2,1168.06,5,3,4,534,Potential Loyalists
17668,2,2,347.75,5,2,2,522,Potential Loyalists
16523,2,21,9418.47,5,5,5,555,Champions
17491,2,10,3558.87,5,5,5,555,Champions
14653,2,7,1947.55,5,5,4,554,Loyal Customers
17530,2,10,2385.00,5,5,5,555,Champions
13599,2,21,5153.67,5,5,5,555,Champions
16442,2,3,616.79,5,3,3,533,Potential Loyalists
16688,2,4,1260.86,5,4,4,544,Loyal Customers
14719,2,5,1602.13,5,4,4,544,Loyal Customers
13404,2,2,252.49,5,2,2,522,Potential Loyalists
13468,2,37,5704.97,5,5,5,555,Champions
17673,2,6,1629.12,5,4,4,544,Loyal Customers
15898,2,5,1388.88,5,4,4,544,Loyal Customers
14056,2,23,8214.65,5,5,5,555,Champions
17315,2,38,6292.26,5,5,5,555,Champions
17830,2,3,398.70,5,3,2,532,Potential Loyalists
13102,2,24,6424.09,5,5,5,555,Champions
14520,2,2,270.60,5,2,2,522,Potential Loyalists
13263,2,35,7454.07,5,5,5,555,Champions
16933,2,2,563.23,5,3,3,533,Potential Loyalists
13860,2,5,1245.90,5,4,4,544,Loyal Customers
15214,2,8,1661.44,5,5,4,554,Loyal Customers
14621,2,5,1788.36,5,4,4,544,Loyal Customers
13924,2,6,1838.85,5,5,4,554,Loyal Customers
17528,2,8,3628.50,5,5,5,555,Champions
18109,2,26,8052.97,5,5,5,555,Champions
17243,2,26,8676.85,5,5,5,555,Champions
14698,2,5,1250.76,5,4,4,544,Loyal Customers
15443,2,7,3236.91,5,5,5,555,Champions
14606,2,93,12156.65,5,5,5,555,Champions
13098,2,28,28882.44,5,5,5,555,Champions
13318,2,3,640.76,5,3,3,533,Potential Loyalists
15208,2,5,870.12,5,4,3,543,Loyal Customers
13298,2,1,360.00,5,2,2,522,Potential Loyalists
17631,2,3,528.33,5,3,3,533,Potential Loyalists
13394,2,8,2520.02,5,5,5,555,Champions
17677,2,30,16363.23,5,5,5,555,Champions
17757,2,30,5605.29,5,5,5,555,Champions
17364,1,11,4481.18,5,5,5,555,Champions
16705,1,20,14034.99,5,5,5,555,Champions
16626,1,17,4413.10,5,5,5,555,Champions
17389,1,34,31833.68,5,5,5,555,Champions
16446,1,2,168472.50,5,3,5,535,Potential Loyalists
13113,1,24,12245.96,5,5,5,555,Champions
15694,1,14,6479.40,5,5,5,555,Champions
13069,1,24,4436.12,5,5,5,555,Champions
17001,1,11,3989.57,5,5,5,555,Champions
12433,1,7,13375.87,5,5,5,555,Champions
12526,1,3,1316.66,5,3,4,534,Potential Loyalists
15311,1,91,60767.90,5,5,5,555,Champions
12662,1,11,3849.78,5,5,5,555,Champions
14441,1,4,1712.89,5,4,4,544,Loyal Customers
17581,1,25,11045.04,5,5,5,555,Champions
12713,1,1,848.55,5,1,3,513,Others
12985,1,2,1239.38,5,3,4,534,Potential Loyalists
13777,1,33,25977.16,5,5,5,555,Champions
14422,1,6,4263.64,5,5,5,555,Champions
17754,1,5,1772.26,5,4,4,544,Loyal Customers
12748,1,209,33719.73,5,5,5,555,Champions
17490,1,7,2092.32,5,5,5,555,Champions
16954,1,9,2085.08,5,5,5,555,Champions
12518,1,5,2056.89,5,4,4,544,Loyal Customers
15910,1,8,1232.18,5,5,4,554,Loyal Customers
18102,1,60,259657.30,5,5,5,555,Champions
12680,1,4,862.81,5,4,3,543,Loyal Customers
15344,1,3,563.94,5,4,3,543,Loyal Customers
15804,1,13,4206.39,5,5,5,555,Champions
17428,1,28,17256.85,5,5,5,555,Champions
16558,1,20,8338.49,5,5,5,555,Champions
14446,1,4,1039.58,5,4,4,544,Loyal Customers
13426,1,10,3641.32,5,5,5,555,Champions
12423,1,8,1859.31,5,5,4,554,Loyal Customers
14051,1,23,15610.39,5,5,5,555,Champions
